ID (n.)	Ps	f.	IIIF-Link image	Transcription	IIIF-Link caption	Translation	DW Ref.	Source	Conservation	Ink	Hand	Type of caption (subcategory)	Psalm-ID	Remarks
158	92	292v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0090_fa_0292v.jp2/pct:16.58515,39.6129,50.28902,18/pct:100/0/default.jpg	Ἰησοῦς Χριστός 	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0090_fa_0292v.jp2/pct:36.68297,41.6129,9.29302,5.51613/pct:100/0/default.jpg	Jesus Christ.  (effaced inscription on left: ‘the apostles’?)	p. 30, pl. XLI	Ps.-Athanasius on title above image (PG27, 405D).	Good 	dark red 	/	Label or short identifying caption	92	
159	93	294r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0093_fa_0294r.jp2/pct:43.53895,45.37459,31.15714,23.64821/pct:100/0/default.jpg	οἱ ἱερεῖς οἱ μέλλοντες ἀπολαβεῖν τὰ ἀγαθὰ τοῦ κυρίου [DW Χριστοῦ].	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0093_fa_0294r.jp2/pct:47.36605,47.81759,10.76092,7.58958/pct:100/0/default.jpg	The priests who are about to receive the benefits of the Lord.	p. 31, pl. XLI	Cf. Ps.-Athanasius on title above image (PG27, 408D-409A).	Partly flaked	dark red 	G	Descriptive caption (eschatological)	93a	
160	93	294r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0093_fa_0294r.jp2/pct:43.53895,45.37459,31.15714,23.64821/pct:100/0/default.jpg	ἡ κόλασις.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0093_fa_0294r.jp2/pct:53.03917,55.89577,10.76092,3.19218/pct:100/0/default.jpg	The punishment.	p. 31, pl. XLI		Partly flaked	dark red 	G	Label or short identifying caption	93b	
161	94	297v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0100_fa_0297v.jp2/pct:26.38827,59.52842,36.3394,18.12016/pct:100/0/default.jpg	λέγων τὸν υἱὸν τοῦ Κορέ· οὗτοι φησὶν οἱ πονηροὶ δαίμονες ἐκ παντὸς τρόπου τὴν τοῦ δικαίου ζητοῦσι θηρεύσαι ψυχήν·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0100_fa_0297v.jp2/pct:30.43092,62.6292,17.01466,12.0478/pct:100/0/default.jpg	Saint Dositheos says to the son of Korah: These wicked demons in all ways attempt to set snares against the soul of the just.	p. 31, pl. XLI	Ps.-Athanasius on Ps 93:21 (PG27, 410), at f. 297r after the end of Ps 93.	Good	bright red 	E	Speaking caption (other speakers)	94 a (93)	
162	94	297v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0100_fa_0297v.jp2/pct:26.38827,59.52842,36.3394,18.12016/pct:100/0/default.jpg	ὁ ἅγιος Δοσίθεος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0100_fa_0297v.jp2/pct:44.11373,61.82171,11.90582,2.74548/pct:100/0/default.jpg	Saint Dositheos.	p. 31, pl. XLI		Partly flaked	bright red 	E	Label or short identifying caption	94b	
163	94	298r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0101_fa_0298r.jp2/pct:41.33641,13.40709,30.50691,16.14058/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ λέγοντες· δεηθῶμεν μετὰ δακρύων τοῦ θεοῦ ἡμῶν Ἰησοῦ· τῷ γὰρ σωτήρι ἡμῶν Ἰησοῦ ἑρμηνεύεται.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0101_fa_0298r.jp2/pct:48.20276,15.06671,20.04608,6.05272/pct:100/0/default.jpg	The sons of Korah say: Let us pray with tears to our God Jesus, for Jesus means our saviour.	p. 31, pl. XLI	Hes. on v. 1 (PG27, 1057,2 at f. 298v).	Partly flaked	dark red 	L	Speaking caption (Sons of Korah)	94c	
164	94	298r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0101_fa_0298r.jp2/pct:41.15207,44.38659,32.71889,15.03417/pct:100/0/default.jpg	ὁ ἅγιος Σίλβεστρος λέγει πρὸς τὸν λαόν· Ἰησοῦς Χριστὸς καθὼς ὁ ἀπόστολος αὐτὸς λέγει μέγαν θεὸν ἐν τῷ εἰπεῖν· τοῦ μεγάλου θεοῦ καὶ σωτήρος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0101_fa_0298r.jp2/pct:47.32719,46.50179,19.03226,10.02278/pct:100/0/default.jpg	Holy Silvester says to the people: Jesus Christ, whom the apostle calls great God by saying: of the great God and Saviour.	p. 31, pl. XLII	Hes. on v. 3 (PG27, 1057,5 at f. 298v, abbr.). 	Partly flaked	dark red 	L	Speaking caption (other speakers)	94d	
165	95	300r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0105_fa_0300r.jp2/pct:45.04906,13.18005,29.83943,22.53886/pct:100/0/default.jpg	οἱ οἰκοδομοῦντες τὸν ναόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0105_fa_0300r.jp2/pct:49.19715,15.15544,21.76628,10.16839/pct:100/0/default.jpg	Those who are building the temple.	p. 31, pl. XLII	Cf. title.	Partly flaked	dark red 	L	Descriptive caption (liturgical)	95	
166	96	303v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0112_fa_0303v.jp2/pct:27.57238,52.77957,27.88419,14.15643/pct:100/0/default.jpg	μνημονεύοντος [DW μνημονεύοντες] τοῦ ἁγιάσματος αὐτοῦ· οὗ ἡγιάσθη καὶ ἁγιάζει ἡμᾶς.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0112_fa_0303v.jp2/pct:30.64588,54.58953,15.41203,6.49644/pct:100/0/default.jpg	Remembering his blessing of which he was blessed and blesses us.	p. 32, pl. XLII	Hes. on v. 12 (PG27, 1068, 26-7).	Partly flaked	dark red 	L	Descriptive caption (liturgical)	96	
167	98	305v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0116_fa_0305v.jp2/pct:25.18914,26.79612,33.42234,18.80259/pct:100/0/default.jpg	προσευχόμενος ὁ Δαυὶδ λέγων· καὶ ἡ δόξα τοῦ υἱοῦ τοῦ θεοῦ τὸ ἀληθὲς ἀγαπᾶ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0116_fa_0305v.jp2/pct:29.14998,29.67638,23.5425,6.6343/pct:100/0/default.jpg	David prays with the words: And may the glory of the son of God love the truth. 	p. 32, pl. XLII	Hes. on v. 4 (PG27, 1072,7 at f. 306r).	Partly flaked	dark red 	L	Speaking caption (David)	98	
168	101	308v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0120_fa_0308v.jp2/pct:23.27073,32.45184,35.22675,27.2935/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ διδάσκοντες τὸν λαόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0120_fa_0308v.jp2/pct:29.95877,34.86778,10.2153,6.4969/pct:100/0/default.jpg	The sons of Korah teach the people.	p. 32, pl. XLII	/ 	Flaked	? 	U	Descriptive caption (pedagogical)	101	
169	102	313r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0126_fa_0313r.jp2/pct:44.99081,28.21358,29.91728,13.05208/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· διδοὺς ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν ἐστιν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0126_fa_0313r.jp2/pct:48.25368,29.43309,22.19669,5.50428/pct:100/0/default.jpg	David says: Give benefits to those who ask.	p. 32, pl. XLII	Didymus on v. 5 (PG39, 1520-21A4 at f. 313v).	Good	dark red 	G	Speaking caption (David)	102a	
170	102	313r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0126_fa_0313r.jp2/pct:44.99081,28.21358,29.91728,13.05208/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0126_fa_0313r.jp2/pct:60.43199,31.21292,7.67463,5.50428/pct:100/0/default.jpg	Jesus Christ.	p. 32, pl. XLII		Good	dark red 	(G)	Label or short identifying caption	102b	
171	103	317r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0131_fa_0317r.jp2/pct:42.81193,14.38944,31.05787,22.0132/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ προσευχόμενοι λέγοντες· εἰ γὰρ οἱ ἀσώματοι πνεύματα καὶ πῦρ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0131_fa_0317r.jp2/pct:46.92586,17.59076,19.98192,6.07261/pct:100/0/default.jpg	The sons of Korah are praying and saying: For if the incorporeals (are) spirits and fire.	p. 32, pl. XLIII	Cf. Ps 103:4 and gloss at f. 317v attr. to John Chrys.	Partly flaked	bright red 	G	Speaking caption (Sons of Korah)	103	
172	104	322v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0137_fa_0322v.jp2/pct:22.48493,10.516,37.5058,19.66035/pct:100/0/default.jpg	ὁ ἅγιος Σίλβεστρος προσευχόμενος ἔμπροσθεν τῆς κιβωτοῦ λέγει· ταῦτα δὲ πάντα εἰς πρόσωπον ἀναφέρεται τῶν ἀποστόλων ὑπὸ τοῦ ἁγίου πνεύματος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0137_fa_0322v.jp2/pct:26.47195,14.07577,29.16087,6.79295/pct:100/0/default.jpg	The holy Silvester praying before the ark says: All these words are assigned to the person of the apostles by the Holy Spirit.	p. 32, pl. XLIII	Eusebius on vv. 3 and 4 (PG23, 1300 at f. 323r, v. 4a).	Partly flaked	dark red 	L	Speaking caption (other speakers)	104	On the translation see my remark in the article
173	105	328v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0145_fa_0328v.jp2/pct:25.07163,23.63397,38.15664,24.19355/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ πρὸς τὸν Χριστόν· ἐπίσκεψαι ἡμᾶς τοὺς ἀσθενῆς ἐν τῷ πάθει σου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0145_fa_0328v.jp2/pct:30.18147,26.4977,27.74594,5.72745/pct:100/0/default.jpg	David says to Christ: Look upon us who are weak in your passion.	p. 32, pl. XLIII	Hes. on v. 4 (PG27, 1112,7 at f. 329r).	Good	bright red 	G	Speaking caption (David)	105a	
174	105	328v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0145_fa_0328v.jp2/pct:25.07163,23.63397,38.15664,24.19355/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0145_fa_0328v.jp2/pct:40.97421,32.02765,10.26743,5.52995/pct:100/0/default.jpg	Jesus Christ.	p. 32, pl. XLIII			bright red 	(G)	Label or short identifying caption	105b	
175	106	336r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0154_fa_0336r.jp2/pct:41.55545,15.97904,33.73217,22.56058/pct:100/0/default.jpg	ἐπλανήθησαν ἐν τῷ κόσμῷ ἐν τῇ εἰδωλολατρίᾳ καὶ πάσῃ πράξῃ ἀκάρπῳ·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0154_fa_0336r.jp2/pct:45.14496,18.17289,26.13898,6.28684/pct:100/0/default.jpg	You have been deceived in the world by idolatry and all fruitless action.	p. 33, pl. XLIIII	Hes. on v. 4 (PG27, 1124,7 at f. 336v).	Very good  	bright red 	G	Speaking caption (Christ)	106a	
176	106	336r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0154_fa_0336r.jp2/pct:41.55545,15.97904,33.73217,22.56058/pct:100/0/default.jpg	Ἰησοῦς Χριστός λέγει πρὸς τὸν λαόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0154_fa_0336r.jp2/pct:51.35757,24.26326,11.64289,10.18337/pct:100/0/default.jpg	Jesus Christ says to the people.	p. 33, pl. XLIIII		Very good	bright red 	G	Speaking caption (Christ)	106b	
177	107	342r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0161_fa_0342r.jp2/pct:44.34743,59.47798,28.81434,15.49755/pct:100/0/default.jpg	διηγούμενος πᾶσιν ὅτι πολὺς ὁ μισθὸς ὁ ἀποκείμενος τοῖς ἀγαπῶσιν σε·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0161_fa_0342r.jp2/pct:46.50735,60.16313,24.31066,5.51387/pct:100/0/default.jpg	He describes to everyone that a great reward is set aside for those who love you.	p. 33, pl. XLIII	Hes. on v. 5 (PG27, 1133,8 at f. 342v).	Good   	bright red 	G	Speaking caption (other speakers)	107a	
178	107	342r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0161_fa_0342r.jp2/pct:44.34743,59.47798,28.81434,15.49755/pct:100/0/default.jpg	ὁ προφήτης Νάθαν λέγων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0161_fa_0342r.jp2/pct:55.56066,65.48124,8.54779,7.63458/pct:100/0/default.jpg	The prophet Nathan is saying.	p. 33, pl. XLIII		Good	bright red 	G	Speaking caption (other speakers)	107b	
179	108	344v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0164_fa_0344v.jp2/pct:25.19576,16.73215,32.51958,16.83039/pct:100/0/default.jpg	συνέθετο μετὰ τῶν Ἰουδαίων λαμβάνειν ἀργύρια παρ’αὐτῶν καὶ παραδοῦναι με·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0164_fa_0344v.jp2/pct:28.32796,18.50033,18.19438,5.53373/pct:100/0/default.jpg	He made a covenant with the Jews to receive silver from them and to betray me.	p. 33, pl. XLIII	Hes. on v. 2 below image (PG27, 1137,3). 	Good  	bright red 	G	Speaking caption (Christ)	108a	
180	108	344v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0164_fa_0344v.jp2/pct:25.19576,16.73215,32.51958,16.83039/pct:100/0/default.jpg	Ἰησοῦς Χριστός λέγων [DW λέγ(ει)] τοῖς ἀνθρώποις	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0164_fa_0344v.jp2/pct:34.54629,20.49771,11.97605,8.28422/pct:100/0/default.jpg	Jesus Christ is saying to the people.	p. 33, pl. XLIII		Good	bright red	(G)	Speaking caption (Christ)	108b	
181	109	349v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0170_fa_0349v.jp2/pct:28.81831,16.84142,28.72489,16.05505/pct:100/0/default.jpg	ἀρχάγγελος Μιχαήλ	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0170_fa_0349v.jp2/pct:30.87342,16.84142,10.08874,5.50459/pct:100/0/default.jpg	Archangel Michael.	p. 33, pl. XLIV	Cf. JChrys. on v. 1 (PG55, 265) for throne of Heb. 1:7-8 (Hetoimasia) and Dan. 7.	Good	bright red 	G	Label or short identifying caption	109a	
182	109	349v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0170_fa_0349v.jp2/pct:28.81831,16.84142,28.72489,16.05505/pct:100/0/default.jpg	ἀρχάγγελος Γαβριήλ	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0170_fa_0349v.jp2/pct:42.69033,18.51245,10.88277,5.50459/pct:100/0/default.jpg	Archangel Gabriel.	p. 33, pl. XLIV		Good	bright red 	(G)	Label or short identifying caption	109b	
183	110	350v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0172_fa_0350v.jp2/pct:28.50489,47.20497,28.83093,12.6185/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ἐλεήμων γὰρ καὶ οἰκτίρμων ὑπάρχεις κύριε (sic in extenso).	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0172_fa_0350v.jp2/pct:35.63111,49.52599,9.78109,7.74763/pct:100/0/default.jpg	David says: For the Lord takes pity and has mercy.	p. 33, pl. XLIV	Hes. on v. 4 (PG27, 1149,8 at f. 351r).	Good	bright red 	G	Speaking caption (David)	110	
184	111	352v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0175_fa_0352v.jp2/pct:25.09208,17.32463,32.5046,15.9217/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ἀγαθὸς ἀνὴρ ἐν ἀγάπῃ θεοῦ μεταδιδοὺς τῷ πλησίον αὐτοῦ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0175_fa_0352v.jp2/pct:28.08471,18.95595,17.77164,5.51387/pct:100/0/default.jpg	David says: A good man in the love of God shares with his neighbour.	p. 33, pl. XLIV	Hes. on vv. 4-5 (PG27, 1152, 8-9 at f. 353r, abbr.).	Good	bright red 	G	Speaking caption (David)	111	
185	112	354r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0178_fa_0354r.jp2/pct:40.7565,48.10419,32.86052,17.60633/pct:100/0/default.jpg	οἱ τὸ δῶρον [DW τὰ δῶρα] προσφέροντες εἰς τὸν ναόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0178_fa_0354r.jp2/pct:44.11348,48.10419,26.66667,5.5061/pct:100/0/default.jpg	Those who are bearing the gift to the temple. 	p. 33-34, pl. XLIV	Cf. Theodoret (PG80, 1785) and JChrys (PG 55, 299-300) on v. 1. Cf. also glosses on PS 112:5-6 at ff. 354v–355r.	Good	dark red 	G	Descriptive caption (liturgical)	112	
186	113	355r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0180_fa_0355r.jp2/pct:42.53627,49.85222,33.13056,16.25616/pct:100/0/default.jpg	Αἰγύπτιοι	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0180_fa_0355r.jp2/pct:43.79972,51.19869,7.86149,5.51724/pct:100/0/default.jpg	Egyptians.	p. 34, pl. XLIV	Hes. on v. 1 below image (PG27, 1156,1 at f. 355r).	Partly flaked	dark red 	G	Label or short identifying caption	113a	trace of earlier caption erased?
187	113	355r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0180_fa_0355r.jp2/pct:42.53627,49.85222,33.13056,16.25616/pct:100/0/default.jpg	οἱ βάρβαροι.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0180_fa_0355r.jp2/pct:60.365,51.33005,7.86149,5.51724/pct:100/0/default.jpg	The barbarians.	p. 34, pl. XLIV		Partly flaked	dark red 	G	Label or short identifying caption	113b	
188	114	359r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0185_fa_0359r.jp2/pct:44.4393,15.95052,28.17424,18.58724/pct:100/0/default.jpg	οὐκ ἐπειδὴ εἰσηκούσθην ἀποπηδήσω· ἀλλὰ τὰς ἡμέρας μου πάσας τοῦτο τὸ ἔργον ποιήσομαι.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0185_fa_0359r.jp2/pct:47.72938,18.94531,21.40871,9.96094/pct:100/0/default.jpg	Not because I have been heard will I turn away. But I will do this work all my days.	p. 34, pl. XLIV	JChrys on v. 2 (PG55, 315 at f. 359r).	Partly flaked 	bright red 	L	Speaking caption (Sons of Korah)	114	
189	115	360r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:43.17016,47.84736,33.24009,17.25375/pct:100/0/default.jpg	οἱ Ἑβραῖοι καὶ οἱ λοιποὶ ἑρμενευταὶ τοῦτον τῷ προτετεταγμένῳ (sic, corr. προτεταγμένῳ) συνάπτουσιν·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:47.41259,48.85845,25.31469,5.51207/pct:100/0/default.jpg	The Hebrews and the rest of the translators  join this (Psalm) with the one before.	p. 34, pl. XLV	Theodoret on title (PG80, 1801); for the choice of characters, cf. Hes. on v. 1 (PG27, 1165,1) and v. 2 of the psalm.	Good	bright red 	L	Descriptive caption (Jewish persons and references)	115a	
190	115	360r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:43.17016,47.84736,33.24009,17.25375/pct:100/0/default.jpg	Ἄννας·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:46.62005,52.18526,7.87879,5.51207/pct:100/0/default.jpg	Annas.	p. 34, pl. XLV		Good	bright red 	L	Label or short identifying caption	115b	
191	115	360r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:43.17016,47.84736,33.24009,17.25375/pct:100/0/default.jpg	Καίαφας.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0187_fa_0360r.jp2/pct:64.98834,52.51142,7.87879,5.51207/pct:100/0/default.jpg	Kaiaphas.	p. 34, pl. XLV		Good	bright red 	L	Label or short identifying caption	115c	
192	116 (or 115)	361v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0189_fa_0361v.jp2/pct:26.56982,44.32752,32.66167,19.69747/pct:100/0/default.jpg	οἱ τὰς θυσίας προσφέροντες εἰς τὸν ναόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0189_fa_0361v.jp2/pct:30.69353,46.99112,16.0731,5.5245/pct:100/0/default.jpg	Those who are bringing the sacrifice to the temple.	p. 34, pl. XLV	Cf. Ps 115:8 at f. 361r, but not as a separate verse. 	Good	bright red 	L	Descriptive caption (liturgical)	116 (115)	
193	117	362r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0190_fa_0362r.jp2/pct:44.67987,44.55054,29.57163,16.9246/pct:100/0/default.jpg	ὁ Χριστὸς εὐλογῶν τοὺς υἱοὺς τοῦ Κορέ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0190_fa_0362r.jp2/pct:50.2994,45.11031,15.61492,5.53177/pct:100/0/default.jpg	Christ is blessing the sons of Korah.	p. 34, pl. XLV	/	Partly flaked	dark red 	L	Descriptive caption (liturgical)	117a	
194	117	362r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0190_fa_0362r.jp2/pct:44.67987,44.55054,29.57163,16.9246/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0190_fa_0362r.jp2/pct:55.22801,48.53474,8.47536,5.53177/pct:100/0/default.jpg	Jesus Christ.	p. 34, pl. XLV			dark red	L	Label or short identifying caption	117b	
195	118	366r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0195_fa_0366r.jp2/pct:36.04488,23.50215,45.48855,20.92023/pct:100/0/default.jpg	οἱ ἅγιοι πατέρες ψάλλουσιν τὸν ἅγιον Συμεῶν τὸν ἄμωμον.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0195_fa_0366r.jp2/pct:39.78495,24.72691,37.21365,5.52797/pct:100/0/default.jpg	The holy fathers chant psalms to the holy Simeon the blameless. 	p. 35, pl. XLV	Cf. v. 1 where ἄμωμον is used (DW).	Flaked	dark red 	G	Descriptive caption (liturgical)	118	
196	119	389(a)r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0220_fa_0389r.%5B02.fn.0000%5D.jp2/pct:40.24621,53.31355,34.80114,19.48566/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ὄρα ἐνταῦθα ἀποστολικὸν παράγγελμα διαλάμπων· οὐδὲ γὰρ ἴσον κακὸν τοῦ δολερῷ περιπεσεῖν ἀνθρώπῳ	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0220_fa_0389r.%5B02.fn.0000%5D.jp2/pct:44.69697,56.28091,25.42614,7.94593/pct:100/0/default.jpg	David says: Look how the apostolic precept shines through: for it is an evil not equal to what befalls a deceitful person.	p. 35, pl. XLV	Cf. John Chrys on v. 2 (PG55, 340, at f. 389a, verso abbr.).  	Flaked	dark red 	G	Speaking caption (David)	119	After fol. 389, five folia are bound in which are numbered in the ms 385-389. Here they got the numbers 389a–e.
197	120	389(b)v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0222_fa_0389v.%5B03.fn.0000%5D.jp2/pct:24.76147,12.73739,35.62017,31.76162/pct:100/0/default.jpg	κρούουσιν πόλεμοι οἱ βάρβαροι.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0222_fa_0389v.%5B03.fn.0000%5D.jp2/pct:29.39573,14.3091,26.71513,5.53373/pct:100/0/default.jpg	The barbarians are striking war.	p. 35, pl. XLV	Cf. JChrys on v. 2 (PG 55, 344, written below).	Partly flaked	bright red 	G	Descriptive caption (Jewish persons and references)	120	After fol. 389, five folia are bound in which are numbered in the ms 385-389. Here they got the numbers 389a–e. 
